code,title,session,career,units,delivery_type
POGO8213,The Global Trading System,,Postgraduate,6,In Person
HIST2214,The Great War. The Conflict that Changed the World.,First Semester,Undergraduate,6,In Person
HIST2206,"The Great War’s Battlefields: A Study Tour of Gallipoli, the Western Front and Paris",Autumn Session,Undergraduate,12,In Person
MEAS8113,The Gulf Strategic Environment,First Semester,Postgraduate,6,Online or In Person
MEAS4113,The Gulf Strategic Environment,First Semester,Undergraduate,6,In Person
ARCH6006,The History of Archaeology: Discovering the Past,,Postgraduate,6,In Person
BIAN6001,The Human Voyage: Intoduction to Biological Anthropology,Second Semester,Postgraduate,6,Online or In Person
BIAN1001,The Human Voyage: Introduction to Biological Anthropology,Second Semester,Undergraduate,6,In Person
ASIA3088,The Korean War,Second Semester,Undergraduate,6,In Person
ASIA6087,The Korean War,Second Semester,Postgraduate,6,In Person
LAWS8125,The Law of Corporate Governance,Winter Session,Postgraduate,6,Online or In Person
LAWS4312,The Law of Money,,Undergraduate,6,In Person
LAWS8401,The Law of Weaponry and Targeting,,Postgraduate,6,Online
POGO8243,The Localist Revolution – The Changing Face of Local Government,Autumn Session,Postgraduate,3,Online or In Person
ENGL2040,The Making of Literature: Topics in Literary Production and Reception,,Undergraduate,6,In Person
ASIA2009,The Making of Modern Japan: From Samurai to Economic Superpower and Beyond,First Semester,Undergraduate,6,In Person
ASIA6010,The Making of Modern Japan: From Samurai to Economic Superpower and Beyond,First Semester,Postgraduate,6,In Person
ASIA2040,The Making of Modern Korea,First Semester,Undergraduate,6,In Person
ASIA6006,The Making of Modern Korea,First Semester,Postgraduate,6,In Person
ASIA2271,The Making of South Asia,,Undergraduate,6,In Person
ASIA6271,The Making of South Asia,,Postgraduate,6,In Person
PHIL3077,The Metaphysics of David Lewis,,Undergraduate,6,In Person
ASIA6116,The Mongol Empire in World History,,Postgraduate,6,In Person
ASIA2016,The Mongol Empire in World History,,Undergraduate,6,In Person
CLAS2013,"The Muse and the Machine: The Arts, Technology and Society in Graeco-Roman Antiquity",Second Semester,Undergraduate,6,In Person
ARCH8045,The Ochre Card: Effective Indigenous engagement and learning country through our eyes,Autumn Session,Postgraduate,6,In Person
ASIA1999,The Origins of Political Order in Asia,Second Semester,Undergraduate,6,In Person
BAPA1001,The Origins of Political Order in Asia,Spring Session,Undergraduate,6,In Person
DESN1004,"The Past as Prototype: History, Ethics and Concepts for Design in the Twenty-First Century",First Semester,Undergraduate,6,In Person
PHIL3078,The Philosophy of Emotions,Second Semester,Undergraduate,6,In Person
PHIL3075,"The Philosophy of Gender: Knowledge, Power, Bodies",First Semester,Undergraduate,6,In Person
PHIL2127,The Philosophy of Time,Second Semester,Undergraduate,6,In Person
ASIA2275,The Pleasures and Powers of Stories in South and Southeast Asia,,Undergraduate,6,In Person
REGN8050,The Policy and Practice of Regulation,Second Semester,Postgraduate,6,Online or In Person
PASI8307,The Political Economy of Service Delivery in Melanesia,,Postgraduate,3,Online or In Person
MEAS2105,The Political Economy of the Middle East,First Semester,Undergraduate,6,Online or In Person
POGO8402,The Political and Institutional Architecture of Public Policy,Second Semester,Postgraduate,6,Online or In Person
PASI8005,The Politics of Aid and Development in the Pacific,Second Semester,Postgraduate,6,Online or In Person
ASIA2026,The Politics of China,Second Semester,Undergraduate,6,In Person
ASIA6026,The Politics of China,Second Semester,Postgraduate,6,In Person
POLS3032,The Politics of Empire,Second Semester,Undergraduate,6,In Person
POLS6100,The Politics of Empire,Second Semester,Postgraduate,6,In Person
POLS3134,"The Politics of Gender, Race and Indentity",,Undergraduate,6,Online or In Person
INTR2024,The Politics of Nuclear Weapons,,Undergraduate,6,In Person
HIST9102,The Professional Historian: Advanced Training,Second Semester,Postgraduate,6,In Person
PSYC8416,"The Psychology of Equity, Diversity and Intergroup Relations",,Postgraduate,6,In Person
PSYC8415,"The Psychology of Leadership, Performance and Change",,Postgraduate,6,In Person
ARTV2909,The Public Project: Engaging with Institutions and Communities,Summer Session,Undergraduate,6,In Person
STST8052,The Resort to Force: Understanding Military Power,Second Semester,Postgraduate,6,In Person
DIPL8016,The Role of Non-State Actors in East Asian Diplomacy,First Semester,Postgraduate,6,Online or In Person
LAWS8339,The Rule of Law and Constitutionalism in Greater China,,Postgraduate,6,Online or In Person
LAWS4339,The Rule of Law and Constitutionalism in Greater China,,Undergraduate,6,Online or In Person
MUSI7003,The Scholar Musician 1,,Postgraduate,6,In Person
LING8013,The Social Life of Language,Second Semester,Postgraduate,6,In Person
LING1002,The Social Life of Language,Second Semester,Undergraduate,6,In Person
PSYC3002,The Social Psychology of Group Processes and Social Change,First Semester,Undergraduate,6,In Person
FREN3515,The Sounds of French: Phonetics and Pronunciation,Second Semester,Undergraduate,6,In Person
HIST2242,The Soviet Union: From the Russian Revolution to the Collapse of Communism,,Undergraduate,6,In Person
LING6020,The Structure of English,,Postgraduate,6,Online or In Person
PSYC1005,The Wellbeing Formula: The Science and Practice of Making a Good Life,Second Semester,Undergraduate,6,Online or In Person
ECHI6009,The World Economy Since 1800,Second Semester,Postgraduate,6,In Person
ARCH6130,"The archaeology of rock art in Asia, Pacific and Australia",Summer Session,Postgraduate,6,In Person
ASIA2130,"The archaeology of rock art in Asia, Pacific and Australia",Summer Session,Undergraduate,6,In Person
ENGL3008,Theories and Methodologies for Literary Studies,First Semester,Undergraduate,6,In Person
ARTH3007,Theories of Art History and Curatorial Studies,Second Semester,Undergraduate,6,In Person
PHIL2020,Theories of Social Justice,First Semester,Undergraduate,6,In Person
BIAN8005,Theory Seminar in Biological Anthropology,First Semester,Postgraduate,6,In Person
BIAN4010,Theory Seminar in Biological Anthropology and Archaeology,First Semester,Undergraduate,12,In Person
MMIB8008,Theory in Business Management: Process and Content,First Semester,Postgraduate,6,In Person
COMP3630,Theory of Computation,First Semester,Undergraduate,6,In Person
COMP6363,Theory of Computation,First Semester,Postgraduate,6,In Person
MATH8202,Theory of Partial Differential Equations,Second Semester,Postgraduate,6,In Person
MATH4202,Theory of Partial Differential Equations Honours,Second Semester,Undergraduate,6,In Person
PHYS6020,Thermal and Statistical Physics,First Semester,Postgraduate,6,In Person
PHYS2020,Thermal and Statistical Physics,First Semester,Undergraduate,6,In Person
REGN8008,Thesis,First Semester / Second Semester,Postgraduate,24,Online or In Person
THES4502,Thesis,First Semester / Second Semester,Undergraduate,6,In Person
THES8103,Thesis,First Semester / Second Semester,Postgraduate,6,In Person
THES8105,Thesis,First Semester / Second Semester,Postgraduate,6,In Person
EMDV8016,Thesis,Second Semester,Postgraduate,12,Online or In Person
THES4103,Thesis,First Semester / Second Semester,Undergraduate,6,In Person
THES4105,Thesis,First Semester / Second Semester,Undergraduate,6,In Person
THES4501,Thesis,First Semester / Second Semester,Undergraduate,6,In Person
THES8100,Thesis,First Semester / Second Semester,Postgraduate,6,In Person
NSPO8031,Thesis,First Semester / Second Semester,Postgraduate,12,Online or In Person
INTR8038,Thesis,First Semester / Second Semester,Postgraduate,24,Online or In Person
STST8071,Thesis,First Semester / Second Semester,Postgraduate,24,In Person
THES4102,Thesis,First Semester / Second Semester,Undergraduate,6,In Person
THES8102,Thesis,First Semester / Second Semester,Postgraduate,6,In Person
ASIA8500,Thesis (24 units),First Semester / Second Semester,Postgraduate,12,In Person
THES8113,Thesis (Online),First Semester / Second Semester,Postgraduate,6,Online
INTR8039,Thesis (Part Time),First Semester / Second Semester,Postgraduate,12,Online or In Person
REGN8025,Thesis - Part-time,First Semester / Second Semester,Postgraduate,12,Online or In Person
STST8072,Thesis - Part-time,First Semester / Second Semester,Postgraduate,12,In Person
ENGL4020,Thesis Writing Workshop,First Semester / Second Semester,Undergraduate,6,In Person
HCAI9104,Thesis Writing Workshop: The Five Essential Elements of a Thesis,Second Semester,Postgraduate,6,In Person
MATH4005,Thesis and Presentations in Mathematics,Summer Session / First Semester / Winter Session / Second Semester,Undergraduate,6,In Person
SCOM4005,Thesis and Seminar in Science Communication,First Semester / Second Semester,Undergraduate,6,In Person
ARCH3023,Thinking Through the Past: Archaeological Theory from 1950,First Semester,Undergraduate,6,In Person
MGMT7060,Thought Leadership in Organisations,Second Semester,Postgraduate,6,In Person
TIBN1002,Tibetan 1,First Semester,Undergraduate,6,Online
TIBN1003,Tibetan 2,Second Semester,Undergraduate,6,Online
TIBN2004,Tibetan 3,,Undergraduate,6,Online
TIBN2005,Tibetan 4,Second Semester,Undergraduate,6,Online
TOKP1002,Tok Pisin 1,First Semester,Undergraduate,6,Online
TOKP1003,Tok Pisin 2,Second Semester,Undergraduate,6,Online
TOKP2001,Tok Pisin 3,First Semester,Undergraduate,6,Online
TOKP2002,Tok Pisin 4,Second Semester,Undergraduate,6,Online
MGMT7170,Tools and Techniques for Business Project Management,First Semester,Postgraduate,6,In Person
LING3126,Topics in Advanced Syntax and Morphology,,Undergraduate,6,In Person
LING6026,Topics in Advanced Syntax and Morphology,,Postgraduate,6,In Person
PHIL2014,Topics in Analytic Philosophy,,Undergraduate,6,In Person
ASIA9051,Topics in Asia and Pacific Research,First Semester / Second Semester,Postgraduate,6,In Person
CLAS4008,Topics in Classics,Second Semester,Undergraduate,12,In Person
CLAS8008,Topics in Classics,Second Semester,Postgraduate,12,In Person
MATH8201,Topics in Computational Maths,First Semester,Postgraduate,6,In Person
MATH4201,Topics in Computational Maths Honours,First Semester,Undergraduate,6,In Person
COMP3710,Topics in Computer Science,,Undergraduate,6,In Person
ENVS8048,Topics in Environment and Society,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,6,In Person
HIST3012,Topics in History,First Semester,Undergraduate,6,In Person
FINM8007,Topics in International Finance,First Semester / Second Semester,Postgraduate,6,In Person
LING9001,Topics in Linguistics,Second Semester,Postgraduate,6,In Person
ECON8001,Topics in Macroeconomics,,Postgraduate,6,In Person
MATH6211,Topics in Mathematical Physics,,Postgraduate,6,In Person
ECON4421,Topics in Microeconomic Theory,Second Semester,Undergraduate,6,In Person
ECON8021,Topics in Microeconomic Theory,Second Semester,Postgraduate,6,In Person
MUSI2231,Topics in Music Analysis,First Semester / Second Semester,Undergraduate,6,In Person
MUSI2232,Topics in Music Technology,,Undergraduate,6,In Person
PNPI2001,"Topics in Philosophy, Neuroscience, and Psychology",,Undergraduate,6,In Person
PHIL2082,Topics in the Philosophy of Biology,,Undergraduate,6,In Person
LAWS4233,Tort Liability and Public Authorities,First Semester,Undergraduate,6,Online or In Person
LAWS8142,Tort Liability and Public Authorities,First Semester,Postgraduate,6,Online or In Person
LAWS1203,Torts,First Semester,Undergraduate,6,In Person
LAWS6103,Torts,First Semester,Postgraduate,6,In Person
EMDV8017,Toxic: Environmental Pollution and Waste,,Postgraduate,6,Online or In Person
FINM4017,Trading and Markets,Second Semester,Undergraduate,6,In Person
FINM8017,Trading and Markets,Second Semester,Postgraduate,6,In Person
ANTH2005,"Traditional Australian Indigenous Cultures, Societies and Environment",,Undergraduate,6,In Person
ANTH6005,"Traditional Australian Indigenous Cultures, Societies and Environment",,Postgraduate,6,In Person
EMDV8101,Transformative Approaches to Sustainability,Second Semester,Postgraduate,6,Online or In Person
SOCY3124,Transforming Society,Second Semester,Undergraduate,6,In Person
LANG8016,Translation Project,,Postgraduate,6,In Person
LANG6002,Translation across Languages: Specialised Materials,,Postgraduate,6,In Person
LAWS8009,Transnational Anti-Corruption Laws,Winter Session,Postgraduate,6,Online or In Person
LANG4100,Transnational Cultural Studies,,Undergraduate,12,In Person
DIPL8001,Transnational Diplomacy,First Semester,Postgraduate,6,Online or In Person
SCRN3001,Transnational Screens: Crossing Borders and Identities,First Semester,Undergraduate,6,In Person
ASIA3272,Truth and Falsity in Indian History and Politics,,Undergraduate,6,In Person
ASIA6272,Truth and Falsity in Indian History and Politics,,Postgraduate,6,Online or In Person
MMIB8007,Tsinghua Research Project,,Postgraduate,6,Online or In Person
HIST2219,"Tudor-Stuart England, c.1485-1714: Politics, Society and Culture",First Semester,Undergraduate,6,In Person
MEAS2004,Turkish Politics and Foreign Policy,,Undergraduate,6,In Person
MEAS6504,Turkish Politics and Foreign Policy,,Postgraduate,6,In Person
DESN2009,Typography in Context,Second Semester,Undergraduate,6,In Person
POLS3127,U.S. Politics,First Semester,Undergraduate,6,In Person
HUMN8019,UNESCO and World Heritage: Conserving Heritage Values,Autumn Session,Postgraduate,6,Online
INTR8085,US-China Great Power Politics,,Postgraduate,6,In-Person and Online
ARCH1001,Uncovering the Past: A survey of global archaeology and methods,Second Semester,Undergraduate,6,In Person
LAWS4300,Undergraduate Law Dissertation,First Semester / Second Semester,Undergraduate,12,In Person
MUSC8012,Understanding Learning in Museums and Heritage,Winter Session,Postgraduate,6,Online or In Person
SOCY3007,Understanding Neoliberalism,,Undergraduate,6,Online or In Person
BAPA1002,Understanding Peace and Conflict,Spring Session,Undergraduate,6,In Person
INTR1021,Understanding Peace and Conflict,First Semester,Undergraduate,6,In Person
