code,college,school,areas_of_interest,next_offering,assessment_types,assessment_weights,max_assessment_weight,max_assessment_type,max_assessment_name,blurb,summary_link,selt_link
MKTG7050,College of Business and Economics,Research School of Management,Marketing,Feb 2026,"['test/quiz/midsem', 'other', 'oral/presentation', 'other', 'exam']","{'Quizzes 10%': 10.0, 'Consumption Activities 10%': 10.0, 'Activity Presentations 10%': 10.0, 'Consumption Journal 30%': 30.0, 'Examination 40%': 40.0}",40.0,exam,Examination 40%,"To enrol in this course you must have previously completed MKTG2004 or MKTG7001 or MKTG7260. 
 You are not able to enrol in this course if you have previously completed MKTG2031.",https://programsandcourses.anu.edu.au/course/MKTG7050/First%20Semester/3251,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MKTG7050_Time_Series_LRN.pdf
LAWS8459,"College of Law, Governance and Policy",Law School,Law,Jul 2025,"['participation', 'test/quiz/midsem', 'other', 'other']","{'Class Participation': 10.0, 'Quiz': 0.0, 'Case Note': 50.0, 'Short answer assignment': 40.0}",50.0,other,Case Note,"To enrol in this course you must be studying a; 
 Master of Laws (MLLM) and have completed or be completing LAWS8586 Law and Legal Institutions; or 
 Graduate Certificate of Law (CLAW) and have completed or be completing LAWS8586 Law and Legal Institutions; or 
 Juris Doctor (MJD) and have completed or be completing five 6100 level LAWS courses and have completed LAWS6104 Contracts; or 
 Master of Financial Management and Law (MFIML) and have completed or be completing LAWS8586 Law and Legal Institutions. 
 You are not able to enrol in this course if you have previously completed LAWS4259 Consumer Protection and Product Liability Law. 
 Students undertaking any ANU graduate program may apply for this course. Enrolments are accepted on a case-by-case basis. Please contact the ANU College of Law for appropriate permission.",https://programsandcourses.anu.edu.au/2024/course/LAWS8459/Second%20Semester/8903,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS8459_Time_Series_LRN.pdf
LAWS4259,"College of Law, Governance and Policy",Law School,Law,Jul 2025,"['participation', 'test/quiz/midsem', 'other', 'other']","{'Class Participation': 10.0, 'Optional Quiz': 0.0, 'Case Note': 50.0, 'Short answer assignment': 40.0}",50.0,other,Case Note,"To enrol in this course you must be studying a: 
 Bachelor of Laws (ALLB) and have completed or be completing five 1000 level LAWS courses and have completed LAWS1204 Contracts; or 
 Juris Doctor (MJD) and have completed or be completing five 6100 level LAWS courses and have completed LAWS6104 Contracts. 
 You are not able to enrol in this course if you have previously completed LAWS8459 Consumer Protection and Product Liability Law.",https://programsandcourses.anu.edu.au/2024/course/LAWS4259/Second%20Semester/8902,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS4259_Time_Series_LRN.pdf
ANTH9101,College of Asia and the Pacific,School of Culture History and Language,,Apr 2026,"['participation', 'other', 'other', 'other']","{'Participation': 10.0, 'Leading class discussion': 10.0, 'Thesis and fieldwork plan': 20.0, 'Research proposal': 60.0}",60.0,other,Research proposal,"Students are not able to enrol in this course if they have previously completed ANTH8101. 
 To enrol in this course you must be enrolled in: 
 •	Master of Philosophy, Culture, History and Languages (8050XMPHIL), 
 •	Doctor of Philosophy, National Security College (9850XPHD), 
 •	Doctor of Philosophy, Crawford School of Public Policy (9540XPHD), 
 •	Doctor of Philosophy, Regulation and Governance (9560XPHD), 
 •	PhD Diplomacy (9561XPHD), 
 •	Doctor of Philosophy, International, Political and Strategic Studies (9510XPHD), 
 •	PhD China in the World (9513XPHD), 
 •	Doctor of Philosophy, Culture History and Languages (9050XPHD), 
 •	Master of Philosophy, National Security College (8850XMPHIL), 
 •	Master of Philosophy, International, Political and Strategic Studies (8510XMPHIL), 
 •	Master of Philosophy, Crawford School of Public Policy (8540XMPHIL) or 
 •	Master of Philosophy, Regulation and Governance (8560XMPHIL).",https://programsandcourses.anu.edu.au/course/ANTH9101/Autumn%20Session/5375,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ANTH9101_Time_Series_LRN.pdf
ANTH8101,College of Arts and Social Sciences,School of Archaeology and Anthropology,,Apr 2026,"['participation', 'other', 'other', 'other']","{'Participation': 10.0, 'Leading class discussion': 10.0, 'Thesis and fieldwork plan': 20.0, 'Research proposal': 60.0}",,,,,,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ANTH8101_Time_Series_LRN.pdf
ANTH3010,College of Arts and Social Sciences,School of Archaeology and Anthropology,Anthropology,Aug 2025,"['other', 'other']","{'Weekly research plan': 30.0, 'Final submission of project': 70.0}",70.0,other,Final submission of project,To enrol in this course students must have completed 24 units of 2000-level or 3000-level Anthropology (ANTH) courses.,https://programsandcourses.anu.edu.au/2024/course/ANTH3010/First%20Semester/3611,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ANTH3010_Time_Series_LRN.pdf
ARTH2170,College of Arts and Social Sciences,School of Art and Design,"Art History, Visual Arts, Asian Studies, Creative Arts",Jul 2026,"['other', 'essay/report', 'essay/report', 'other']","{'Annotated bibliography and timeline': 30.0, 'Tutorial paper/video': 30.0, 'Essay': 30.0, 'Class forum on Wattle': 10.0}",30.0,other,Annotated bibliography and timeline,"To enrol in this course you must have completed 36 units of ANU courses towards a degree, or with the permission of the convener. 
 You are not able to enrol in this course if you have previously completed ARTV2053, ARTV6053 or ARTH6170.",https://programsandcourses.anu.edu.au/2023/course/ARTH2170/Spring%20Session/6559,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ARTH2170_Time_Series_LRN.pdf
INDG2002,College of Arts and Social Sciences,School of Music,"Cultural Studies, Australian Indigenous Studies, Musicology, Music",Jul 2025,"['essay/report', 'oral/presentation', 'essay/report']","{'Essay or analysis of a song/s': 40.0, 'Oral presentation': 20.0, 'Indigenous event participation (performance, recording, broadcast, etc), and journal of such an event. Or second essay.': 40.0}",40.0,essay/report,Essay or analysis of a song/s,,https://programsandcourses.anu.edu.au/2023/course/INDG2002/Second%20Semester/6793,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/INDG2002_Time_Series_LRN.pdf
DIPL8002,College of Asia and the Pacific,Department of International Relations,,,"['other', 'essay/report', 'participation']","{'Reading Critique': 40.0, 'Major Essay': 50.0, 'Participation': 10.0}",50.0,essay/report,Major Essay,,https://programsandcourses.anu.edu.au/2024/course/DIPL8002/First%20Semester/4156,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/DIPL8002_Time_Series_LRN.pdf
POGO8239,"College of Law, Governance and Policy",Crawford School of Public Policy,Policy Studies,Jun 2025,"['participation', 'oral/presentation', 'essay/report']","{'Participation and Engagement': 20.0, 'Presentation': 30.0, 'Final paper': 50.0}",50.0,essay/report,Final paper,,https://programsandcourses.anu.edu.au/course/POGO8239/Winter%20Session/6535,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POGO8239_Time_Series_LRN.pdf
DESN1003,College of Arts and Social Sciences,School of Art and Design,"Digital Arts, Visual Arts, Design Arts, Digital Humanities",Jul 2025,"['other', 'oral/presentation', 'essay/report', 'other']","{'Design Practice Case Study': 20.0, 'ProblemX Design Process Presentation': 10.0, 'ProblemX Design Process Report': 20.0, 'ProblemX Design Project': 50.0}",50.0,other,ProblemX Design Project,,https://programsandcourses.anu.edu.au/2024/course/DESN1003/Second%20Semester/8417,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/DESN1003_Time_Series_LRN.pdf
BUSN7005,College of Business and Economics,Research School of Accounting,"Accounting, Commerce",Jul 2025,"['oral/presentation', 'participation', 'other', 'essay/report', 'exam']","{'Tutorial Presentation (10%)': 10.0, 'Tutorial Participation (10%)': 10.0, 'Research and Referencing Exercise (10%)': 10.0, 'Research Essay (25%)': 25.0, 'Final Examination (45%)': 45.0}",45.0,exam,Final Examination (45%),"The prerequisite for this course is BUSN7050 Corporate Accounting. 
 This course is incompatible with BUSN3001 Accounting Theory.",https://programsandcourses.anu.edu.au/course/BUSN7005/First%20Semester/2157,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/BUSN7005_Time_Series_LRN.pdf
LAWS8271,"College of Law, Governance and Policy",Law School,Law,,"['oral/presentation', 'participation', 'other', 'essay/report', 'exam']","{'Tutorial Presentation (10%)': 10.0, 'Tutorial Participation (10%)': 10.0, 'Research and Referencing Exercise (10%)': 10.0, 'Research Essay (25%)': 25.0, 'Final Examination (45%)': 45.0}",,,,"To enrol in this course you must be studying a; 
 Master of Laws (MLLM) and have completed or be completing LAWS8586 Law and Legal Institutions; or 
 Graduate Certificate of Law (CLAW) and have completed or be completing LAWS8586 Law and Legal Institutions; or 
 Juris Doctor (MJD) and have completed or be completing five 1000 or 6100 level LAWS courses. 
 This course requires students to have completed an Australian or equivalent Undergraduate Law or Postgraduate Law Degree. Students undertaking any ANU College of Law graduate program may apply for this course if they have the required law background. You will need to contact the ANU Law School to request a permission code to enrol in this course.",,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS8271_Time_Series_LRN.pdf
LAWS4213,"College of Law, Governance and Policy",Law School,Law,,"['reflection', 'oral/presentation', 'essay/report']","{'Reflection Piece': 30.0, 'Oral Presentation': 10.0, 'Research Essay': 60.0}",60.0,essay/report,Research Essay,"To enrol in this course you must be studying a; 
 Bachelor of Laws (ALLB) and have completed or be completing five 1000 level LAWS courses and have completed LAWS2202 Commonwealth Constitutional Law; or 
 Juris Doctor (MJD) and have completed or be completing five 1000 or 6100 level LAWS courses, and have completed LAWS2202/LAWS6202 Commonwealth Constitutional Law. 
 You are not able to enrol in this course if you have previously completed LAWS8128 Contemporary Issues in Constitutional Law.",https://programsandcourses.anu.edu.au/course/LAWS4213/First%20Semester/3749,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS4213_Time_Series_LRN.pdf
LAWS8128,"College of Law, Governance and Policy",Law School,Law,,"['reflection', 'oral/presentation', 'essay/report']","{'Reflection Piece': 30.0, 'Oral Presentation': 10.0, 'Research Essay': 60.0}",60.0,essay/report,Research Essay,"To enrol in this course you must be studying a; 
 Master of Laws (MLLM) and have completed or be completing LAWS8586 Law and Legal Institutions; or 
 Graduate Certificate of Law (CLAW) and have completed or be completing LAWS8586 Law and Legal Institutions; or 
 Juris Doctor (MJD) and have completed or be completing five 1000 or 6100 level LAWS courses. 
 This course requires students to have completed an Australian or equivalent Undergraduate Law or Postgraduate Law Degree. Students undertaking any ANU College of Law graduate program may apply for this course if they have the required law background. You will need to contact the ANU Law School to request a permission code to enrol in this course.",https://programsandcourses.anu.edu.au/course/LAWS8128/First%20Semester/3750,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS8128_Time_Series_LRN.pdf
REGN8014,"College of Law, Governance and Policy",School of Regulation and Global Governance,"Law, Policy Studies, Social Research, Information Technology, Biotechnology",Feb 2026,"['other', 'other', 'reflection', 'other', 'essay/report']","{'Pre-class discussion prompts and pre-lecture discussion': 10.0, 'Actor-network map of a domain of technology governance': 20.0, 'Reflection piece on approaches to technology goverannce (1,500 words)': 20.0, 'Horizon scan  (1,500 words)': 20.0, 'Technology governance futures essay (2,200 words)': 30.0}",30.0,essay/report,"Technology governance futures essay (2,200 words)",,https://programsandcourses.anu.edu.au/course/REGN8014/First%20Semester/3612,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/REGN8014_Time_Series_LRN.pdf
MUSI3326,College of Arts and Social Sciences,School of Music,"Musicology, Music",,"['other', 'other', 'reflection', 'other', 'essay/report']","{'Pre-class discussion prompts and pre-lecture discussion': 10.0, 'Actor-network map of a domain of technology governance': 20.0, 'Reflection piece on approaches to technology goverannce (1,500 words)': 20.0, 'Horizon scan  (1,500 words)': 20.0, 'Technology governance futures essay (2,200 words)': 30.0}",,,,To enrol in this course you must have completed MUSI3325 Contemporary Music Production: Planning and Developing an Independent Project.,,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MUSI3326_Time_Series_LRN.pdf
MUSI3325,College of Arts and Social Sciences,School of Music,Music,,"['other', 'other', 'reflection', 'other', 'essay/report']","{'Pre-class discussion prompts and pre-lecture discussion': 10.0, 'Actor-network map of a domain of technology governance': 20.0, 'Reflection piece on approaches to technology goverannce (1,500 words)': 20.0, 'Horizon scan  (1,500 words)': 20.0, 'Technology governance futures essay (2,200 words)': 30.0}",,,,"To enrol in this course you must have completed 72 units of tertiary courses, as well as MUSI2230 Songwriting and MUSI2209 Music Recording and Production Techniques, or with permission from the Convener.",,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MUSI3325_Time_Series_LRN.pdf
ENVS8016,College of Systems and Society,Fenner School of Environment and Society,Environmental Science,Jul 2025,"['essay/report', 'other', 'test/quiz/midsem', 'essay/report']","{'Briefing reports from your attendance at seminars outside course contact hours': 10.0, 'Facilitated workshop': 20.0, 'Workshop quizzes': 30.0, 'Synthesis report': 40.0}",40.0,essay/report,Synthesis report,,https://programsandcourses.anu.edu.au/2024/course/ENVS8016/Second%20Semester/7840,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ENVS8016_Time_Series_LRN.pdf
